PSMILES,min_logd_pH_7.0,max_logd_pH_7.0,min_logd_pH_7.0_H,max_logd_pH_7.0_H,min_logd_pH_7.0_C,max_logd_pH_7.0_C,min_logd_pH_7.0_O,max_logd_pH_7.0_O
*NC(C*)NCc1ccc(C)cc1OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,,,3.08612,4.829120000000002,3.427520000000002,5.4799200000000035,1.7692200000000002,3.821620000000001
*/C=C/c1ccc(/C=C/CCC(C)C)c(C(*)=O)c(OC(=O)Oc2ccc(-c3cc(C(=O)OC)cc3)cc2)cc1,,,,,,,,
*CC(*)c1ccc(CCCCCCCCCCOc2ccc(OCc3cc(S(=O)(=O)c4ccc(-c5cc(-c6ccc([N+](=O)[O-])cc6)cc5)cc4)cc3)ccc2)cc1,,,,,,,,
Cc1ccccc1NC(=O)COc2ccccc2OC,3.0211200000000016,3.0211200000000016,,,,,,
*CC(*)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,,,4.447900000000001,4.447900000000001,5.228100000000002,5.228100000000002,2.7403,2.7403
*CC(*)C(=O)OCCCCCCCCOc1ccc(C(C)(C)c2ccc(N(C)c3ccc(-c4ccc(C(C)C)c4)cc3)c(C(C)(C)c3cc2)cc1,,,,,,,,
COc1cccc(c1)ONC(=S)NCc2ccc(cc2)[N+](=O)[O-],0.5091000000000001,2.5615000000000006,,,,,,
Cc1cccc(c1)[C@H](NC(=O)c2ccc(cc2)[N+](=O)[O-])C#N,2.897900000000001,2.897900000000001,,,,,,
*CCCCCCCCCCCOc1ccc(C(=O)OCCCOC(=O)c2ccc(C(=O)Oc3ccc(C(C(=O)Nc4cc(*)cc4)cc3)cc2)cc1,,,,,,,,
CC[C@@H]1CCc2c(sc(c2C(=O)N1)c3c([nH]2)CCC3)S(=O)(=O)NCCC(=O)OC,,,,,,,,
C[C@@H]1Cc2c(sc2c(=O)n(c1(c3cccc(c3)OC)OC)NC(=O)c4cccc4F)C#N,,,,,,,,
COC(=O)c1ccccc1,1.4732,1.4732,,,,,,
*CC(*)(C)C(=O)OCCCCCCCCCCCOc1ccc([N+](=O)[O-])cc1,,,5.683700000000006,5.683700000000006,6.463900000000008,6.463900000000008,3.7710000000000026,3.7710000000000026
c1ccc(cc1)c2nc(s2)C(=O)Nc3nnnc3S3SCCC3,,,,,,,,
*CC(*)OCCOc1ccccc1-c1ccc(C#N)cc1,,,3.6405800000000026,3.6405800000000026,4.419180000000003,4.419180000000003,1.9313799999999992,1.9313799999999992
c1ccc(cc1)CC(=O)Nc2c(c3c2ccccc3O,,,,,,,,
Cc1ccccc12cc(=O)oc(c2=O)c3c(c2NC(=O)CCC3)C,,,,,,,,
*Oc1ccc(OCCCCOc2cc(C(=O)OCCCCOc3ccc(-c4cc(OC(=O)c5ccc(Sc5ccc(*)cc5)cc4)cc3C)cc2)cc1,,,,,,,,
CC1=C([C@@H]2([C@@H]1c3ccccc3)C#C(=O)N2,,,,,,,,
*Oc1ccc(-c2cccc(Oc3ccc(C(*)=O)cc3)cc2)cc1OC(C)N,,,,,,,,
*OC(O)NC(=O)c1ccc(C(C)(C)c2ccc(-c3ccc(NC(=O)CCCCCCC(*)=O)cc3)cc2)cc1,,,5.155500000000005,5.155500000000005,6.199700000000006,6.199700000000006,4.203800000000003,4.203800000000003
*CCCCCCCCOc1ccc(OC(=O)CCCCCCC(=O)O*)cc1,,,4.421800000000003,4.421800000000003,6.2350000000000065,6.2350000000000065,4.660500000000004,4.660500000000004
*Oc1ccc(C(=O)c2ccc(-c3ccc(OC(=O)C)cc3)cc2)c(-c4ccc(Oc5cc(S(=O)(=O)c6cc(*)cc5)cc4)ccc3)cc2)ccc1,,,,,,,,
CCOc1ccccc1OCC(=O)CNc2ccc3c(c2)C[C@H]4CC=N(C4=O)c5cccc6F,,,,,,,,
*CCCOP(=O)(NCCC)O*,,,0.48679999999999984,1.513,1.5310000000000001,2.557200000000001,-0.04350000000000004,0.9826999999999999
Cc1ccccc1NC(=O)N/N=C/c2cccc(c2)Cl,4.588120000000003,4.588120000000003,,,,,,
*CC(COC(=O)C(=O)O*)c1ccc(OC(=O)c2ccc(OCCOC(C)CCCCCC)cc2)c1,,,,,,,,
*CC(*)c1ccc(/C=N/c2ccc(OC)cc2)cc1,,,4.008200000000002,4.008200000000002,4.959300000000004,4.959300000000004,2.4715000000000007,2.4715000000000007
*Oc1ccc(OC(=O)c2ccc(OCC(C)C)c(C(*)=O)c2)cc1,,,2.8267000000000015,3.458700000000002,4.151800000000003,4.151800000000003,2.1559,2.1559
CC12(CC[C@H](CCC1=O)C(=O)N)Cl,,,,,,,,
COc1ccccc1NC(=O)c2cc(ccc2C)C(=O)N3CCOCCC3,1.7013199999999997,3.118420000000002,,,,,,
CCOc1ccccc1OCC(=O)N/N=C\2\C(=O)N=C=C2N,0.05609999999999998,0.7728999999999999,,,,,,
c1ccc(c(c1)[C@@H]2CC(=O)Nc3ccccc3C(=O)N(C2=O)c4ccccc4O)F,3.1987000000000014,3.830700000000002,,,,,,
COc1ccc2c(c1)[nH]c(n2)NC(=O)C[NH+]3CCC[C@@H]3C(C1)C(=O)[O-],,,,,,,,
CC1=C([C@H]([C@H](C(=O)N1)c2cc(c(cc2O)OC)C)c3ccc(cc3)S(=O)(=O)N)OC,1.59972,3.3252200000000016,,,,,,
CCc1cc(on1)-(=O)Nc2ccc(cc2)Cl,,,,,,,,
CCc1ccc(c(c1)[N+](=O)[O-])CNc2c(ccc2Cl)Cl,,,,,,,,
*O[Si](*)(C)C(=O)Oc1ccc(OCCCCCCCCCCCC)cc1,,,5.412700000000007,5.412700000000007,6.918300000000007,6.918300000000007,5.6207000000000065,5.6207000000000065
*CCOC(=O)c1ccc(C(=O)OCCCCCCCOc2ccc(/SC=N/c3cc(-c4ccc(O*)cc4)cc3)cc2)cc1,,,,,,,,
Cc1c(c(=O)[nH]c1cc2nccc2)C[NH2+]CC(=O)Nc3cnncc3,,,,,,,,
*CCOCOc1ccc(S(=O)(=O)c2ccc(OCCCCCCCCOc3ccc(C(=O)O*)cc3)cc2)cc1,,,5.054100000000005,5.054100000000005,6.867300000000008,6.867300000000008,5.292800000000007,5.292800000000007
*Oc1ccc(Oc2ccc(C(C)(C)c3ccc(Oc4ccc(C(=O)c5ccc(*)cc5OCCCCCCCCCCCCC)cc4)cc3)cc2)cc1,,,12.59149999999998,13.223499999999975,13.834919999999974,13.834919999999974,12.443299999999983,13.075299999999977
*Sc1ccc(SC(C)=C(C)CCCOC(=O)/C=C/CC(*)=O)cc1,,,4.447000000000004,4.829900000000005,5.653200000000004,5.653200000000004,3.657300000000002,3.657300000000002
c1cc(c(n1)c2ccc(cc2)O,,,,,,,,
*Oc1cccc(C(C)(C)c2ccc(OC(=O)CCCCCCCCCCCCCC(=O)O*)cc2)c1,,,5.812700000000006,6.444700000000008,8.170800000000009,8.170800000000009,7.857200000000009,7.857200000000009
Cc1ccc(cc1)ONC(=O)Cc2cc3c(c2C(=O)N(c4ccccc3Cl)Cl)Cl,,,,,,,,
CCN(CC)S(=O)(=O)c1cc(ccc1Cl)OC,0.962,2.3791,,,,,,
Cn1c2c(n(n1)CC(=O)N[C@@H](C2=O)C)CC(=O)NC3CCCCC3,,,,,,,,
COc1ccc(cc1)OCC(=O)N2CC(C1)C,,,,,,,,
*C[Si](*)(CCCCC)CCC(=O)OCC,,,2.9867000000000017,2.9867000000000017,4.2283000000000035,4.2283000000000035,1.5991,1.5991
*c1ccc(COc2ccc(-c3ccc(C(=O)Nc4ccc(*)c(OCCCCCC)c4)cc3)cc2)cc1,,,8.144000000000007,8.144000000000007,8.760840000000004,8.760840000000004,6.291200000000007,7.555200000000009
Cc1ccccc1NC(=O)c2cccc(c2)Cl,3.9007200000000024,3.9007200000000024,,,,,,
*CCCC(=O)Oc1ccc(CCC(=O)c2ccc(OCC(*)=O)cc2)cc1/C,,,4.093720000000004,4.093720000000004,4.8739200000000045,4.8739200000000045,1.6171199999999997,1.6171199999999997
CCOC(=O)/C(=C/C=C/c1cccc1)/C(=O)Nc2ccc(o2)c3cccc3,,,,,,,,
*Oc1ccc(-c2ccc(/C=C(\COC(=O)c3ccc(-c4cc(F)c5ccc5)cc4)cc3)cc2C(*)F)cc1,,,,,,,,
CCOC(=O)c1ccc(cc1)NC(=O)c2cccc(c2Cl)Cl,4.422400000000003,4.422400000000003,,,,,,
C[C@H]1CCc2c(sc(n2)NC(=O)NCc3ccccc3)N1,1.9943999999999997,3.211400000000001,,,,,,
c1ccc(c(c1)CC(F)(F)F)NC(=O)c2ccco2,3.636700000000002,3.636700000000002,,,,,,
Cc1cccc(c1C)NC(=O)c2ccc(cc2Cl)C(=O)[O-],2.5726400000000007,2.5726400000000007,,,,,,
c1cc(ccc1CC(F)(F)F)S(=O)(=O)N2CN(CC2)C(=O)c3ccc(cc3)OC,0.0700000000000025,2.9042000000000012,,,,,,
CC[C@H]1CN(N(C1)NS(=O)(=O)c2cccc2)C,,,,,,,,
Cc1c(nc2c3ccc(ccc3n2)n1C(=O)NC(=O)c4nc(C)SC,,,,,,,,
*CCCS*,,,1.3262,1.3262,2.1494999999999997,2.1494999999999997,0.575,0.575
CCOc1ccc(cc1OCC)[C@@H]2C=CN(CC2=O)/N=C(\C#N)/c3ccccc3F)C,,,,,,,,
COC(=O)c1c(c(cs1)NC(=S)Nc2cccc3c2cc5c(c3)OCO4,,,,,,,,
*OC(=O)c1ccc(C(=O)OCCCCCCOC(C)OC(C)=O)cc1*,,,1.6929999999999996,1.6929999999999996,3.424520000000002,3.424520000000002,2.0328999999999997,2.6649000000000003
*O[Si](C)(C)C[Si](*)(CC)c1ccccc1,,,1.8771999999999998,1.8771999999999998,3.3828000000000022,3.3828000000000022,2.0852,2.0852
*/C(*)=C(/C(=O)c1cc(C#N)ccc1)c1ccc(N)cc1,,,3.0365800000000007,3.0365800000000007,3.8167800000000023,3.8167800000000023,2.8079800000000006,2.8079800000000006
*NC(*)(C)CCCCC(F)(F)CC(F)(F)C(F)(F)C(F)(F)F,,,4.035500000000002,4.752300000000003,4.376900000000004,5.403100000000004,4.092400000000002,4.092400000000002
*O[Si](*)(C)CCCCCCCCCCOc1ccc(-c2ccc(C(=O)Nc3ccc([N+](=O)[O-])cc3)cc2)cc1,,,7.359600000000008,7.359600000000008,8.865200000000003,8.865200000000003,7.5676000000000085,7.5676000000000085
*CCCCCOC(=O)NCCCc1ccc(Cc2ccc(NS(*)(=O)=O)cc2)cc1,,,4.064700000000003,4.658000000000005,4.888000000000004,5.481300000000005,2.9709000000000017,2.9709000000000017
Cn1c(=O)c(n(n1)SCC(=O)Nc2ccco2)N3CCCCC3,,,,,,,,
c1cc(ccc1NC(=O)c2cccc(c2)Nc3ccncc3)Br,4.8400000000000025,4.8400000000000025,,,,,,
CC[C@H](C)C(=O)Nc1ccc(cc1)S(=O)(=O)NC[C@@H]2C[C@@H](C2)c3ccccc3,4.143300000000003,4.927400000000004,,,,,,
*CCCc1ccnc(SCCCc2ccc(*)cc2)cc1,,,,,,,,
*CCCc1ccc(NC(=O)/C=C/c2ccc(*)cc2)cc1,,,4.291000000000003,4.291000000000003,4.989520000000004,4.989520000000004,2.3369999999999997,2.969000000000001
*/C=C/c1ccc(NCC(=O)CCc2ccc(OCCCCCCCCCCCCCCCCCC(*)=O)cc2)cc1/C=C/c1ccc(-c2ccc(/C=C/c3ccc(O*)cc3)cc2)cc1-1,,,,,,,,
CCOc1cccc(c1OC)/C=C/2\C(=O)N(C(=O)[C@@H]2CC)c3ccccc3,4.076900000000003,4.076900000000003,,,,,,
*OC(=O)OCCCCCCOC(=O)c1ccc(Cc2ccc(C(*)=O)cc2)cc1,,,3.1670000000000016,3.1670000000000016,4.980200000000005,4.980200000000005,2.984300000000002,2.984300000000002
*C(=O)NC(=O)NNCCCSCNCC(=O)CCCCCCSCCOP(=O)(=O)O*,,,,,,,,
c1cc(cc(c1C)/N=C/[C@H]2N(C(=O)[C@@H]2c3ccccc3Cl)[N+](=O)[O-],,,,,,,,
*Cc1ccc(C(CC)(C)c2ccc(C(=O)NN*)cc2)cc1,,,4.098620000000002,4.098620000000002,4.613300000000003,4.613300000000003,3.302600000000001,3.302600000000001
CCCCc1nc(nn1)NC(=O)c2ccc(c(c2)OC)OC,,,,,,,,
*N=P(*)([2H])Cl,,,1.31337,1.31337,1.7975999999999999,1.7975999999999999,0.8345,0.8345
Cc1ccc(cc1)NC(=O)Nc2cccc(c2)NC(=O)N,3.12962,3.12962,,,,,,
Cc1ccc2c(=O)n(nn2CCc3ccc(cc3)F)C1,,,,,,,,
*Oc1ccc(C(=O)c2ccc(OCCCCOC(*)=S)cc2)cc1C,,,3.4324200000000014,4.064420000000004,4.757520000000004,4.757520000000004,2.898620000000001,2.898620000000001
CCNC(=O)c1ccc(cc1)c2cc(c(c(o2)C)C)C)C(=O)NCc3cccnc3,,,,,,,,
c1ccc2c(c1)C(=O)/C(=C/c3ccccc3OCC2)/C(=O)NC(=O)O,1.3472999999999995,1.3472999999999995,,,,,,
*Oc1ccc2cc(OCCCCCCCCCC#CCCCCOc3cc(C(*)=O)cc3I)cc2)cc1OCCCc1ccc(/C=N/c2ccc(F)cc2C,,,,,,,,
Cc1cc(c(s1)c2nc(c(n2)SC)O)C(=O)NCc3ccccc3F,,,,,,,,
*Cc1ccccc1COc1ccc(SCCCCCCC)c1*,,,,,,,,
*Nc1ccc(SC(=O)NNc2ccc(C(*)=O)cc2)c1,,,,,,,,
CCOC(=O)c1cc(o1)Nc2ccc(cc2)[N+](=O)[O-],,,,,,,,
*CC(*)OCCN(C)OCCCC,,,0.269300000000001,1.6864000000000001,1.0479000000000003,2.4650000000000007,-1.4398999999999973,-0.02279999999999982
*OP(=O)(OC)OCCOC(=O)NC(=O)c1ccc(/C=C/C(C#N)=C2*)cc1,,,,,,,,
CCOC(=O)c1ccc(cc1)S(=O)(=O)Nc2cccc(c2)S(=O)(=O)N3CCCC3,1.0314999999999999,3.041900000000002,,,,,,
C[C@@H](C(=O)[O-])Sc1nc2c3c(c2COCC3)c(c4cco4)[nH]ncn2,,,,,,,,
*CCCCCCCCNC(=O)CCCCCCCCCNSC(=O)CCNC(=O)N*,,,3.3805000000000014,4.4067000000000025,4.0313000000000025,5.057500000000004,1.346800000000003,3.3992000000000018
*CCCCCCCCCCCCCCSCSCN(*)[Si](C#N)c1cccc1,,,,,,,,
Cc1ccc(cc1OC)COC(=O)NC(=O)c2ccc(cc2)Cl,3.723620000000002,3.723620000000002,,,,,,
*c1ccc(C(=O)Oc2cc(C(*)=O)c(OC)c(C)c2)c(C)c1,,,3.3437400000000013,3.3437400000000013,4.042260000000003,4.042260000000003,0.9683399999999998,1.6003399999999997
*CC(*)(C)*)OC(F)(F)C(F)F,,,,,,,,
*CC(CBr)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F)COC(F)(F)(F)C(F)(*)(F)F,,,,,,,,
c1ccc(c(c1)/C=N/NC(=O)c2cc(c3cc2sc4c3c2cccc4)Cl)C#N,,,,,,,,
*Oc1ccc(OCCCCCCCCCCCCCCCCCCCC(C)(C)CCCCC(=O)OC(=O)c2ccc(C(*)=O)cc2)c(C)c1,,,11.25191999999999,11.883919999999986,12.577019999999981,12.577019999999981,10.581119999999993,10.581119999999993
c1c(c(c(sc1)Cc2cccccc2)Cl)C(=O)[O-],,,,,,,,
c1ccc(cc1)/C=C/C(=O)NCC(=O)c2ccccc2,2.698900000000001,2.698900000000001,,,,,,
COc1ccc(cc1)OCC(=O)N/N=C/c2ccccc2N(C)C,3.0744000000000016,3.0744000000000016,,,,,,
c1ccc(cc1)C[n+]2c3ccccc3sc2C(=O)NCC(=O)Nc4ccc(cc4)F,3.7447000000000026,3.7447000000000026,,,,,,
*CCOC(=O)NCCCCCCCNC(=O)C(=O)O*,,,-0.4508999999999987,-0.4508999999999987,1.3622999999999998,1.3622999999999998,-0.21219999999999906,-0.21219999999999906
COc1ccc(cc1)c2nccc(c2)C(=O)[O-],1.1206999999999998,1.1206999999999998,,,,,,
*Oc1ccc(OCCCCCCCCCCOC(=O)c2ccc(C(*)=O)cc2)cc1,,,4.929300000000005,5.561300000000006,6.2544000000000075,6.2544000000000075,4.258500000000003,4.258500000000003
*/C=C/C(*)CCCCCCOc1cc(C(=O)/N=C/c2ccc(C(C)(C)C)cc2)cc1,,,,,,,,
*CC(*)(C)C(=O)OCC(F)(CF)(F)C(F)(F)C(F)(F)F,,,,,,,,
Cc1cccc(c1)[C@@H]2C(=O)NN(C2=O)c3ccccc3F,3.0798200000000016,3.0798200000000016,,,,,,
*CCCCCCCCCCCCCCCCOC(=O)c1ccc(C(=O)c2ccc(O*)cc2)cc1,,,7.629300000000009,8.261300000000007,8.954400000000003,8.954400000000003,7.379900000000009,7.379900000000009
Cc1cccc2c1C(=O)n(n2)N3CCN(CC3)S(=O)(=O)c4cccc4,,,,,,,,
*CC(*)C(=O)OCCCCCOCCOCCCOCCOCCOCCOCCOCCOCc1cccc1,,,,,,,,
Cc1nc(c2c1c(nn2Cc3n[nH]c4c(c3=O)n4C(C)C)OCC)C,,,,,,,,
CCc1cc(n(n1CC)C(F)(F)F)C(F)(F)F,,,,,,,,
c1ccc2c(c1)c(n(c2=O)Cl)C(=O)Nc3ccccc3NC(=O)c4cco4,,,,,,,,
*C#CCC#C#CCCOC(=O)CCCOc1ccc(C(=O)Cc2ccc(O*)cc2C)cc1,,,,,,,,
*O[PH](C)(CCCCCCCCCCCCCCCCCc1ccc(*)s1,,,,,,,,
*CC(CC(*)C(=O)OCC(C)C)(C)COC1COCCOC1,,,2.4240000000000004,2.4240000000000004,3.060100000000001,3.060100000000001,0.3672000000000004,0.3672000000000004
*CCCCCCC[N+](C)S(*)(=O)O,,,0.07280000000000009,1.4899,0.8961000000000006,2.3132,-0.6783999999999988,0.7386999999999999
*/C=C/C(COC(*)=O)c1ccc(C(=O)Oc2ccc(-c3cc(Br)cc3)cc2)cc1,,,,,,,,
c1ccc2c(c1)C(=O)C[C@H](O2)CC(=O)NC(=O)Nc3ccsc3,2.8203000000000005,2.8203000000000005,,,,,,
CCC(=O)N(c1coc2c1cccc2)COc3cccc(n3)C(=O)NCc4ccco4,4.130300000000003,4.130300000000003,,,,,,
*CC(*)CCOc1ccc(CCCCCCCCCCCCCCCCCCCCCCCCCCCC)cc1C=C,,,14.21349999999997,14.21349999999997,14.849599999999965,14.849599999999965,12.156699999999981,12.156699999999981
*/C=C(/*)CC#N,,,1.08608,1.08608,1.86628,1.86628,0.85748,0.85748
C[C@H](c1c2c(c(sc3nc2n1)CCC3)COC)[NH+]5CCCCC4,,,,,,,,
*CCCSCCSCCSS*,,,3.4408000000000025,3.4408000000000025,4.2641000000000036,4.2641000000000036,2.6896000000000004,2.6896000000000004
*Oc1ccc(C(=O)c2ccc(OC(=O)c3cc(C(C)(C)c4ccc(*)cc4)cc3)cc2)cc1,,,,,,,,
*CCOc1ccc(/C(C)=C(\CC)c2ccc(/C=C/CCCCCCCOC(=O)c3ccc(C(=O)O*)cc3)cc2)cc1,,,8.000300000000008,8.000300000000008,9.813499999999998,9.813499999999998,8.239000000000008,8.239000000000008
*CCCCCCCCCNC(=O)NCCCCCCC[N+](*)[As](C)C,,,3.8012000000000024,4.827400000000004,4.142600000000003,5.559700000000006,2.4843000000000006,3.901400000000003
COC(=O)c1ccc(cc1)S(=O)(=O)N(Cc2ccc(cc2Cl)Cl)C(F)(F)F,3.0736000000000017,4.490700000000003,,,,,,
*CCCC[PH](C)(CCCCCCCC[Si](C)(C)CC(=O)O*)[Si](C)C,,,5.216200000000005,5.216200000000005,7.029400000000008,7.029400000000008,5.454900000000005,5.454900000000005
CC(C)Oc1cccc(c1)C(=S)NC(=S)Nc2ccc(c2)Cl,,,,,,,,
C[C@H](c1cccc(c1)C(=O)N/N=C/c2cc(ccc2C)[N+](=O)[O-])N,2.7541199999999995,3.4709200000000013,,,,,,
*CCCCCCCCCCOc1ccc(/C=C\CCCCCSc2ccc(N=*)cc2OC(CC)COCOCCOCCCOCCCOCCCCOCOCCOCCOCCOCCOCOCOC)cc1,,,,,12.687599999999984,12.687599999999984,11.335699999999992,11.335699999999992
*CCc1ccc(CNC(=O)CCNC(=O)CCCCCCCCCCCNC(=O)CCCCCCSc2cc(*)cc2)cc1,,,,,,,,
Cc1ccc(c(c1)C(=O)N/N=C/c2ccccc2Cl)Cl,4.849820000000003,4.849820000000003,,,,,,
c1cc(ccc1OCC)/C=N/n2c(nnn2Cc3ccccc3Cl)Br,,,,,,,,
*/C=C/C=C/C(*)C(=O)OC,,,1.2917,1.2917,1.9278000000000002,1.9278000000000002,0.14820000000000005,0.14820000000000005
*CCCCCCCCCCCCCCCOC(=O)NCc1ccc(N/N=N/c2ccc(OCCOCCCOc3cccc3)cc2)cc1*,,,,,,,,
*Oc1ccccc1/C=C/c1ccc(/N=C(\C#N)c2cc(OCCCCCOC)cc2)c(OC(*)=O)c1,,,,,,,,
*Oc1ccc(Oc2ccc(/C=C/c3ccc(OC(=O)c4ccc(OC(=O)CCCCCCCCCCCCC(*)=O)cc4)cc3)cc2)cc1,,,9.727599999999997,10.359599999999991,11.052699999999989,11.052699999999989,9.056800000000003,9.056800000000003
COc1ccc(c(c1)O)OCC(=O)N/N=C/c2cc(nnc2)C,1.18042,1.81242,,,,,,
*Oc1ccc(OC(C)=O)c2ccc(Oc3ccc(C(*)=O)cc3C)c(OCCCCCCCCCC)c2)cc1,,,,,,,,
*COc1ccc(OC(=O)c2ccc(OCCCCCCCOC(=O)OCCCCOc3ccc(C(=O)c4ccc(*)cc4)cc3)cc2)cc1,,,8.487100000000007,8.487100000000007,9.185620000000002,9.185620000000002,6.880700000000009,7.5127000000000095
*Oc1ccc(C(C)(C)c2ccc(-c3ccc(Oc4ccc(C(=O)c5cccc(*)cc5)cc4)cc3)cc2)cc1,,,,,,,,
c1cc(ccc1C(=O)NC(=O)c2cccs2,,,,,,,,
*CCCCC(*)C(=O)OC,,,1.7397,1.7397,2.375800000000001,2.375800000000001,-0.3171000000000003,-0.3171000000000003
c1ccc2c(c1)sc2nnc(s2)SCC(=O)N3CCCCC3,,,,,,,,
Cc1ccc(c(c1)Cl)C#N,2.520100000000001,2.520100000000001,,,,,,
c1cc(nc1)C(=O)N2CCN(CC2)c3cno(=O)c4cccc4[nH]3,,,,,,,,
*O[Si](*)(CCCCCCCCCCCC)CCCCCCC,,,6.593800000000008,6.593800000000008,8.099400000000008,8.099400000000008,6.801800000000007,6.801800000000007
*CCCCCCCCC(=O)NCCNC(=O)CCCCCCCCCCCCO*,,,5.252800000000006,5.252800000000006,6.297000000000006,6.297000000000006,4.722500000000003,4.722500000000003
*Oc1ccc(C(C)(C)c2ccc(S(=O)(=O)CCCCC(*)=O)cc2)cc1,,,3.229000000000002,3.8610000000000024,4.5541000000000045,4.5541000000000045,2.558200000000001,2.558200000000001
*CC(*)C(=O)NC(C)C1(C)C,,,,,,,,
*CCCCCCCCCCCCCCCCCOC(=O)c1ccc(O*)cc1,,,6.788400000000007,7.420400000000009,8.113500000000009,8.113500000000009,6.539000000000008,6.539000000000008
Cc1c(sc2c1c(ncn2)SCC(=O)Nc3ccc(cc3)Cl)C,4.692340000000003,4.692340000000003,,,,,,
*CCCCCCNC(=O)CCCCCCCCC=C(C)CCC(=O)OCCCCCCO*,,,6.626100000000008,6.626100000000008,7.670300000000009,7.670300000000009,6.095800000000006,6.095800000000006
*CC(*)C(=O)OCCOCCCCOc1ccc(-c2cc(OCCCCCC)cc2OCCCCCCCC)cc1,,,,,,,,
c1ccc2c(cc(cc2n1)SCC(=O)N,,,,,,,,
Cc1cnc(s1)NC(=S)NC(=O)Cc2ccco2,2.1002199999999998,2.1002199999999998,,,,,,
*Oc1ccc(C(=O)/N=C/c2ccc(Oc3ccc(C(C)(C)c4ccc(-c5cc(OC(=O)Nc5cc(*)cc5)cc4)cc3)cc2C(CCCCCCCCCCCCC)c2)ccc1,,,,,,,,
c1cc(cc(c1)F)C(=O)CSc2nc(o2)SC(=O)N,,,,,,,,
Cc1c(n([nH]c1CCC2=O)N)NC(=O)[C@H]2C(=S)NC(=O)NC2,,,,,,,,
*CC(*)C(=O)Oc1c(F)cc(Cl)cc1F,,,2.933600000000001,2.933600000000001,3.569700000000002,3.569700000000002,0.8767999999999996,0.8767999999999996
CCCn1c2c(nnn1)SCCC2,,,,,,,,
*CCCCS(CCCCOC(=O)O*)c1ccc(C#N)cc1,,,2.858580000000001,2.858580000000001,4.6717800000000045,4.6717800000000045,3.0972800000000005,3.0972800000000005
*/S(=C/CC(C)C(C)C)Oc1ccc(C(O)C(C)(C)c2ccc(*)cc2)c1,,,,,,,,
Cc1cc(ccc1C(=O)NC)NC(=S)Nc2ccc(cc2)OC,3.1721200000000014,3.1721200000000014,,,,,,
*CCCCCCCOC(=O)c1ccc(OCCCCCCCCCCCOC(=O)CCC(*)=O)cc1,,,7.225800000000008,7.225800000000008,8.006000000000009,8.006000000000009,4.7492000000000045,4.7492000000000045
CCc1cccc(c1)/C=N/NC(=O)c2cc(so2)c3nnc3,,,,,,,,
*CC(CCCCCCCCCCCCC[Si](C)(C)C)C(O*)C(=O)OCCCCCCCCCCCCCCCCOC(=O)CCCOc1cc(-c2cc(C(=O)Oc3ccc(O*)cc3)cc2)cc1,,,,,,,,
*NNc1cccc(Nc2ccc(SS(=O)(=O)CCCCC(=O)Nc3cccc(Cc4cc(*)=O)cc3)cc2)c1,,,,,,,,
*/C(*)Oc1ccc(C=O)c(Cl)c1,,,2.1611000000000002,2.1611000000000002,2.939700000000001,2.939700000000001,0.7994999999999999,0.7994999999999999
COc1ccc(cc1C)C(=O)Nc2cc(ccc2F)F,3.5341200000000015,3.5341200000000015,,,,,,
CCn1cc2c(coc2nc1SCC(=O)Nc3ccc(c3)F)c4cc(cc4OC)OC,,,,,,,,
CCc1cccc(c1)c2cnc(o2)Nc3cccc(c3)Cl,5.301000000000003,5.301000000000003,,,,,,
Cc1ccc(c(n1)C(=O)NCCCCN2C(=O)c3cccc(c3)OC)OC,,,,,,,,
c1cc(oc1)/C=C/C(=O)NC(=O)Nc2ccc(cc2)F,2.7802000000000007,2.7802000000000007,,,,,,
Cc1c(c2cc(nnc2n1)SCC(=O)N3CCCCCC3)Br,,,,,,,,
c1cc2cc(c1)n3cc(n[nH]c3=O)/SC(=C/c4ccc(c4)O)/C#N,,,,,,,,
Cc1cccc(c1C(=O)NC)c2cc3c(=O)n(c2=O)C)C,,,,,,,,
*Oc1ccc(-c2ccc(Oc3ccc(C(=O)c4cc(Oc5ccc(C(*)=O)cc5)cc4C(C)C)(C)c3Br)cc2)cc1,,,,,,,,
Cc1cc(no1)/N=C/2\C(=O)N(C(=S)S2)CCc3ccccc3OC,1.7075199999999997,3.124620000000002,,,,,,
*Oc1ccc(OC(=O)c2ccc(*)cc2)c(C(=O)OC,,,,,,,,
Cc1ccc(cc1)S(=O)(=O)N2CCSCC2,0.3154199999999998,1.73252,,,,,,
*Oc1ccc(C(C)(C)c2ccc(OC(=O)CCCCCCCCC(*)=O)cc2)cc1,,,5.311200000000005,5.9432000000000045,6.636300000000007,6.636300000000007,4.640400000000003,4.640400000000003
*O[SiH](CC)CSCSS*,,,1.5302999999999998,1.5302999999999998,2.6176000000000004,2.6176000000000004,2.304,2.304
*CCCCCCCCCCCCCOc1ccc(-c2ccc(O*)c(F)c2)cc1,,,7.256100000000007,7.888100000000008,8.581200000000004,8.581200000000004,7.0067000000000075,7.0067000000000075
